,run_id,genome1,genome2,unique_taxa_names,coverage,identity,comparision_type_species,comparision_type_genus,cluster_hash,cluster_id
118,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.6534560833,0.9695188413,intra,intra,5c4eba2229a4848265721c594daac537,7
119,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.8718457918,0.981657789,intra,intra,5c4eba2229a4848265721c594daac537,7
121,105.0,"Streptomyces sp. B27 1, whole genome shotgun sequence:359","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.8122849084,0.9643131776,intra,intra,5c4eba2229a4848265721c594daac537,7
122,105.0,"Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.865060126,0.9817358597,intra,intra,5c4eba2229a4848265721c594daac537,7
123,105.0,"Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.8581128548,0.9816379002,intra,intra,5c4eba2229a4848265721c594daac537,7
124,105.0,"Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.8683606473000001,0.9817491218,intra,intra,5c4eba2229a4848265721c594daac537,7
125,105.0,"Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363","Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358",3,0.8692786818,0.9817685221,intra,intra,5c4eba2229a4848265721c594daac537,7
126,105.0,"Streptomyces sp. IBTA2 000000F_arrow, whole genome shotgun sequence:213","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.7987411083,0.9616188859,intra,intra,5c4eba2229a4848265721c594daac537,7
127,105.0,"Streptomyces sp. COG21 ctg.s1.000000F_arrow, whole genome shotgun sequence:214","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8065915117,0.9615785361,intra,intra,5c4eba2229a4848265721c594daac537,7
128,105.0,"Streptomyces sp. CYG21 000000F_arrow, whole genome shotgun sequence:215","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.7899127329000001,0.9616505469,intra,intra,5c4eba2229a4848265721c594daac537,7
129,105.0,"Streptomyces sp. CYG20 000000F_arrow, whole genome shotgun sequence:216","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.7979461084,0.9617718536,intra,intra,5c4eba2229a4848265721c594daac537,7
130,105.0,"Streptomyces sp. COG19 ctg.s1.000000F_arrow, whole genome shotgun sequence:217","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8041421066000001,0.9616101953,intra,intra,5c4eba2229a4848265721c594daac537,7
131,105.0,"Streptomyces sp. CBG30 000000F_arrow, whole genome shotgun sequence:247","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.785304901,0.9619485498,intra,intra,5c4eba2229a4848265721c594daac537,7
132,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.6890520505000001,0.9734243274,intra,intra,5c4eba2229a4848265721c594daac537,7
133,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8603954657,0.9614509097,intra,intra,5c4eba2229a4848265721c594daac537,7
134,105.0,"Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.7439673558000001,0.9643131776,intra,intra,5c4eba2229a4848265721c594daac537,7
136,105.0,"Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8517825812,0.961695922,intra,intra,5c4eba2229a4848265721c594daac537,7
137,105.0,"Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8481015017,0.9615669751,intra,intra,5c4eba2229a4848265721c594daac537,7
138,105.0,"Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8578614474,0.9614440299,intra,intra,5c4eba2229a4848265721c594daac537,7
139,105.0,"Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363","Streptomyces sp. B27 1, whole genome shotgun sequence:359",3,0.8563717309000001,0.9616900029,intra,intra,5c4eba2229a4848265721c594daac537,7
140,105.0,"Streptomyces sp. IBTA2 000000F_arrow, whole genome shotgun sequence:213","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8578281513,0.9793865296,intra,intra,5c4eba2229a4848265721c594daac537,7
141,105.0,"Streptomyces sp. COG21 ctg.s1.000000F_arrow, whole genome shotgun sequence:214","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8643072908,0.9793188014,intra,intra,5c4eba2229a4848265721c594daac537,7
142,105.0,"Streptomyces sp. CYG21 000000F_arrow, whole genome shotgun sequence:215","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8453552143,0.9792616264,intra,intra,5c4eba2229a4848265721c594daac537,7
143,105.0,"Streptomyces sp. CYG20 000000F_arrow, whole genome shotgun sequence:216","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8541539463000001,0.9793802792,intra,intra,5c4eba2229a4848265721c594daac537,7
144,105.0,"Streptomyces sp. COG19 ctg.s1.000000F_arrow, whole genome shotgun sequence:217","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8658468834,0.9793396407,intra,intra,5c4eba2229a4848265721c594daac537,7
145,105.0,"Streptomyces sp. CBG30 000000F_arrow, whole genome shotgun sequence:247","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.845857527,0.979484814,intra,intra,5c4eba2229a4848265721c594daac537,7
146,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.6971412377,0.9673385455,intra,intra,5c4eba2229a4848265721c594daac537,7
147,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.9755429547,0.9947686632,intra,intra,5c4eba2229a4848265721c594daac537,7
148,105.0,"Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.7968133958,0.9817358597,intra,intra,5c4eba2229a4848265721c594daac537,7
149,105.0,"Streptomyces sp. B27 1, whole genome shotgun sequence:359","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.8566306157,0.961695922,intra,intra,5c4eba2229a4848265721c594daac537,7
151,105.0,"Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.9451093687,0.9940395053,intra,intra,5c4eba2229a4848265721c594daac537,7
152,105.0,"Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,0.9662842042,0.9941286606,intra,intra,5c4eba2229a4848265721c594daac537,7
153,105.0,"Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363","Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360",3,1.0057693965,0.9999234638,intra,intra,5c4eba2229a4848265721c594daac537,7
154,105.0,"Streptomyces sp. IBTA2 000000F_arrow, whole genome shotgun sequence:213","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.856266077,0.9792135735,intra,intra,5c4eba2229a4848265721c594daac537,7
155,105.0,"Streptomyces sp. COG21 ctg.s1.000000F_arrow, whole genome shotgun sequence:214","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.8634767784,0.9792208705,intra,intra,5c4eba2229a4848265721c594daac537,7
156,105.0,"Streptomyces sp. CYG21 000000F_arrow, whole genome shotgun sequence:215","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.8454919026000001,0.9791108244,intra,intra,5c4eba2229a4848265721c594daac537,7
157,105.0,"Streptomyces sp. CYG20 000000F_arrow, whole genome shotgun sequence:216","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.8523827178000001,0.9793083203,intra,intra,5c4eba2229a4848265721c594daac537,7
158,105.0,"Streptomyces sp. COG19 ctg.s1.000000F_arrow, whole genome shotgun sequence:217","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.8592531563,0.97919259,intra,intra,5c4eba2229a4848265721c594daac537,7
159,105.0,"Streptomyces sp. CBG30 000000F_arrow, whole genome shotgun sequence:247","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.8413028732000001,0.9793254111,intra,intra,5c4eba2229a4848265721c594daac537,7
160,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.6968224952000001,0.9672214747,intra,intra,5c4eba2229a4848265721c594daac537,7
161,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.9713280842,0.9941984646,intra,intra,5c4eba2229a4848265721c594daac537,7
162,105.0,"Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.7961986752,0.9816379002,intra,intra,5c4eba2229a4848265721c594daac537,7
163,105.0,"Streptomyces sp. B27 1, whole genome shotgun sequence:359","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.859170545,0.9615669751,intra,intra,5c4eba2229a4848265721c594daac537,7
164,105.0,"Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.9520259324,0.9940395053,intra,intra,5c4eba2229a4848265721c594daac537,7
166,105.0,"Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.9632369933,0.9942600841,intra,intra,5c4eba2229a4848265721c594daac537,7
167,105.0,"Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363","Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361",3,0.9567824406,0.9940718381,intra,intra,5c4eba2229a4848265721c594daac537,7
168,105.0,"Streptomyces sp. IBTA2 000000F_arrow, whole genome shotgun sequence:213","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8573836957000001,0.9794135603,intra,intra,5c4eba2229a4848265721c594daac537,7
169,105.0,"Streptomyces sp. COG21 ctg.s1.000000F_arrow, whole genome shotgun sequence:214","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8635890462,0.9793338888,intra,intra,5c4eba2229a4848265721c594daac537,7
170,105.0,"Streptomyces sp. CYG21 000000F_arrow, whole genome shotgun sequence:215","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8486540266,0.9793039185,intra,intra,5c4eba2229a4848265721c594daac537,7
171,105.0,"Streptomyces sp. CYG20 000000F_arrow, whole genome shotgun sequence:216","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8532777444,0.9794570933,intra,intra,5c4eba2229a4848265721c594daac537,7
172,105.0,"Streptomyces sp. COG19 ctg.s1.000000F_arrow, whole genome shotgun sequence:217","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8609995766,0.9793667626,intra,intra,5c4eba2229a4848265721c594daac537,7
173,105.0,"Streptomyces sp. CBG30 000000F_arrow, whole genome shotgun sequence:247","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8437753476000001,0.9794538983,intra,intra,5c4eba2229a4848265721c594daac537,7
174,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.6977979992000001,0.9672862727,intra,intra,5c4eba2229a4848265721c594daac537,7
175,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.9790073416,0.99450853,intra,intra,5c4eba2229a4848265721c594daac537,7
176,105.0,"Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.7982346146,0.9817491218,intra,intra,5c4eba2229a4848265721c594daac537,7
177,105.0,"Streptomyces sp. B27 1, whole genome shotgun sequence:359","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.8609978728000001,0.9614440299,intra,intra,5c4eba2229a4848265721c594daac537,7
178,105.0,"Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.9643284295,0.9941286606,intra,intra,5c4eba2229a4848265721c594daac537,7
179,105.0,"Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.9543035371,0.9942600841,intra,intra,5c4eba2229a4848265721c594daac537,7
181,105.0,"Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363","Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362",3,0.9721059943,0.9941543582,intra,intra,5c4eba2229a4848265721c594daac537,7
182,105.0,"Streptomyces sp. IBTA2 000000F_arrow, whole genome shotgun sequence:213","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8518001685000001,0.979428588,intra,intra,5c4eba2229a4848265721c594daac537,7
183,105.0,"Streptomyces sp. COG21 ctg.s1.000000F_arrow, whole genome shotgun sequence:214","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8588591248,0.9793628969,intra,intra,5c4eba2229a4848265721c594daac537,7
184,105.0,"Streptomyces sp. CYG21 000000F_arrow, whole genome shotgun sequence:215","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8406153311000001,0.9792995893,intra,intra,5c4eba2229a4848265721c594daac537,7
185,105.0,"Streptomyces sp. CYG20 000000F_arrow, whole genome shotgun sequence:216","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8495399512,0.9794210983,intra,intra,5c4eba2229a4848265721c594daac537,7
186,105.0,"Streptomyces sp. COG19 ctg.s1.000000F_arrow, whole genome shotgun sequence:217","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8565370309,0.9793725614,intra,intra,5c4eba2229a4848265721c594daac537,7
187,105.0,"Streptomyces sp. CBG30 000000F_arrow, whole genome shotgun sequence:247","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8392002955000001,0.9795022812,intra,intra,5c4eba2229a4848265721c594daac537,7
188,105.0,"Streptomyces nanshensis strain SCSIO M10372 C1000, whole genome shotgun sequence:356","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.6959487278,0.9674116978,intra,intra,5c4eba2229a4848265721c594daac537,7
189,105.0,"Streptomyces cavourensis strain TJ430 chromosome, complete genome:357","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.9700899306,0.9947699907,intra,intra,5c4eba2229a4848265721c594daac537,7
190,105.0,"Streptomyces sp. WAC04770 AA000317-1000_WAC04770, whole genome shotgun sequence:358","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.7960211880000001,0.9817685221,intra,intra,5c4eba2229a4848265721c594daac537,7
191,105.0,"Streptomyces sp. B27 1, whole genome shotgun sequence:359","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.8562141995,0.9616900029,intra,intra,5c4eba2229a4848265721c594daac537,7
192,105.0,"Streptomyces cavourensis strain DSM 41795 Ga0264341_11, whole genome shotgun sequence:360","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.9998933562,0.9999234638,intra,intra,5c4eba2229a4848265721c594daac537,7
193,105.0,"Streptomyces sp. KAI-26 NODE_10_length_302916_cov_535.824, whole genome shotgun sequence:361","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.9442820889,0.9940718381,intra,intra,5c4eba2229a4848265721c594daac537,7
194,105.0,"Streptomyces sp. CAI-24 NODE_1007_length_1332_cov_1545.08, whole genome shotgun sequence:362","Streptomyces cavourensis strain JCM 4298 sequence01, whole genome shotgun sequence:363",3,0.9683866569,0.9941543582,intra,intra,5c4eba2229a4848265721c594daac537,7
1,106.0,"Streptomyces sp. S1A1-8 chromosome, complete genome:365",Streptomyces sp. S1A1-3 chromosome:364,1,1.0050190686,0.9999151065,intra,intra,605acc63d2885e2ac23e74d41101ebb3,62
